key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
22,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"'모라비 조선소' 부근에서 들어온 임무를<hex:02100103>길드 의뢰로 발행하고 있다.","'길드 의뢰'를 받고 싶다고?<hex:02100103>그렇다면 먼저 해야 할 일이 있다.<hex:02100103><hex:02170103>모험가 길드 대표인 <hex:02091EE802FF0A>바데론<hex:FF04>뮨<hex:FF0A>모모디<hex:03>의<hex:02100103>소개를 받는 것이지…….<hex:02100103>그래야 우리도 믿고 맡길 수 있거든.","명심해, 막무가내로 돌진하지 마라.<hex:02100103>냉정하고 확실하게 임무를 달성해야 한다.","'길드 의뢰'를 받고 싶다고?<hex:02100103>그렇다면 먼저 해야 할 일이 있다.<hex:02100103><hex:02170103>이 주변에 있는 흉포한 마물을 한주먹에<hex:02100103>날려버릴 수 있을 만큼 실력을 기르는 것이지…….<hex:02100103>그래야 우리도 믿고 맡길 수 있거든.","음, 임무를 무사히 달성한 모양이군.<hex:02100103>수고했다…… 의뢰인도 분명 감사하고 있을 거야.<hex:02100103>자, 보상을 받아라.","0","0","아니, 임무 중에 현상수배범까지 토벌했다고?<hex:02100103>아주 잘했다. 보상을 더 얹어주도록 하지."
23,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"난 크레이타이라고 해.<hex:02100103>모험가 길드가 내게 이 주변을 무대로 한<hex:02100103>'길드 의뢰' 발행을 맡겼지.","응? 일자리를 찾고 있는 모양이지?<hex:02100103>그럼 잘 찾아왔네.<hex:02100103>내가 바로 '길드 의뢰' 발행인이니까.<hex:02100103>하지만 지금은 네게 일감을 주기 어렵겠는걸.<hex:02100103>우선 <hex:02091EE802FF0A>바데론<hex:FF04>뮨<hex:FF0A>모모디<hex:03> 님의 소개가 있어야 하거든.<hex:02100103>우리도 아무한테나 의뢰할 순 없으니까.","열심히 해.<hex:02100103>무사히 돌아오길 빌고 있을게.","응? 일자리를 찾고 있는 모양이지?<hex:02100103>그럼 잘 찾아왔네.<hex:02100103>내가 바로 '길드 의뢰' 발행인이니까.<hex:02100103>하지만 지금은 네게 일감을 주기 어렵겠는걸.<hex:02100103>이 부근 마물에게 지지 않을 정도로 강해지면<hex:02100103>다시 찾아와 줘.","어서 와.<hex:02100103>의뢰인도 분명 네 활약에 만족할 거야.<hex:02100103>그럼 약속했던 보상을 지급할까?","0","0","앗, 임무만 해결한 게 아니라 현상수배범까지 처리했다고?<hex:02100103>이거 보상을 안 올려줄 수가 없네."
24,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"나는 흑와단 상사 유진이라고 한다.<hex:02100103>'총사령부 의뢰' 발행을 담당하고 있지.","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데…….<hex:02100103>군령부에 병사를 파견해달라고 요청해야겠군!","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>, 무운을 빈다!","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데…….<hex:02100103>군령부에 병사를 파견해달라고 요청해야겠군!","임무달성 확인!<hex:02100103>규정에 따라 <hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>군표를 지급한다!","나는 '총사령부 의뢰' 발행담당이다.<hex:02100103>어디라도 좋으니 총사령부에 들어간 뒤에<hex:02100103>다시 찾아와라.","0","0"
25,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 흑와단 상사 카라푸민.<hex:02100103>'총사령부 의뢰' 발행을 담당하고 있습니다.","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데…….<hex:02100103>군령부에 병사를 파견해달라고 요청해야겠네.","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>, 무운을 빈다!","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>이 임무를 맡길 텐데…….<hex:02100103>군령부에 병사를 파견해달라고 요청해야겠네.","임무달성 확인!<hex:02100103>규정에 따라 <hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>군표를 지급하겠습니다!","저는 '총사령부 의뢰' 발행담당입니다.<hex:02100103>어디라도 좋으니 총사령부에 들어간 뒤에<hex:02100103>다시 찾아와주세요.","믿을만한 실력자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데…….<hex:02100103>적어도 '하사' 이상은 되어야겠지…….","0"
26,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대의 일원으로<hex:02100103>'총사령부 의뢰'를 감독하고 있습니다.","길드 의뢰' 경험자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데 말입니다…….<hex:02100103>통합사령부에 증원을 요청해야겠군요.","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>노피카 님의 축복이 있기를…….","길드 의뢰' 경험자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데 말입니다…….<hex:02100103>통합사령부에 증원을 요청해야겠군요.","임무달성, 수고하셨습니다!<hex:02100103>규정에 따라 <hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>군표를 지급하도록 하겠습니다!","저는 '총사령부 의뢰'를 감독하고 있습니다.<hex:02100103>총사령부에 소속된 분에게<hex:02100103>특수 임무를 발행하는 일이죠.","0","0"
27,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대의 일원으로<hex:02100103>'총사령부 의뢰'를 감독하고 있습니다.","길드 의뢰' 경험자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데 말입니다…….<hex:02100103>통합사령부에 증원을 요청해야겠군요.","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>노피카 님의 축복이 있기를…….","길드 의뢰' 경험자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데 말입니다…….<hex:02100103>통합사령부에 증원을 요청해야겠군요.","임무달성, 수고하셨습니다!<hex:02100103>규정에 따라 <hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>군표를 지급하도록 하겠습니다!","저는 '총사령부 의뢰'를 감독하고 있습니다.<hex:02100103>총사령부에 소속된 분에게<hex:02100103>특수 임무를 발행하는 일이죠.","믿을만한 실력자가 있다면<hex:02100103>이 임무를 맡길 수 있을 텐데 말입니다…….<hex:02100103>적어도 '하사' 이상은 되어야 하겠죠…….","0"
28,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"불멸대 상사 키키리라고 합니다!<hex:02100103>'총사령부 의뢰' 임무를<hex:02100103>발행하고 있습니다!","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>좋겠는데 말입니다…….<hex:02100103>작전본부와 교섭을 해봐야겠습니다.","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>크리스탈의 인도가 있기를!","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>좋겠는데 말입니다…….<hex:02100103>작전본부와 교섭을 해봐야겠습니다.","임무달성 확인!<hex:02100103>규정에 따라 군표를 지급하도록 하겠습니다!","불멸대 '총사령부 의뢰'를 발행하고 있습니다!<hex:02100103>조직에 소속된 다음에<hex:02100103>다시 찾아주시기 바랍니다!","0","0"
29,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"불멸대 상사 푸른 청어라고 합니다!<hex:02100103>'총사령부 의뢰' 임무를<hex:02100103>발행하고 있습니다!","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>좋겠는데 말입니다…….<hex:02100103>작전본부와 교섭을 해봐야겠습니다.","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>크리스탈의 인도가 있기를!","'길드 의뢰' 경험이 있는 자가 있다면<hex:02100103>좋겠는데 말입니다…….<hex:02100103>작전본부와 교섭을 해봐야겠습니다.","임무달성 확인!<hex:02100103>규정에 따라 군표를 지급하도록 하겠습니다!","불멸대 '총사령부 의뢰'를 발행하고 있습니다!<hex:02100103>조직에 소속된 다음에<hex:02100103>다시 찾아주시기 바랍니다!","이 임무를 맡길 수 있는 자가 있다면<hex:02100103>좋겠는데 말입니다…….<hex:02100103>'하사' 이상 되는 자가 좋겠습니다!","0"
30,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대의 일원입니다.<hex:02100103>이슈가르드와의 협정에 따라 이곳 점성대에서<hex:02100103>'총사령부 의뢰'를 발행하고 있습니다.","제가 관리하는 임무는<hex:02100103>어떤 것이나 매우 혹독합니다…….<hex:02100103>적어도 '길드 의뢰' 경험자 정도는 되어야…….","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>노피카 님의 축복이 함께하길!","제가 관리하는 임무는<hex:02100103>어떤 것이나 매우 혹독합니다…….<hex:02100103>그래서 상당한 실력을 지닌 장병이 필요하지요.","임무달성 확인, 현 시각을 기해<hex:02100103><hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>의 임무를 해제합니다.<hex:02100103>수고하셨습니다, 군표를 지급하겠습니다.","저는 쌍사당 독사부대원입니다.<hex:02100103>총사령부에 소속된 자에게<hex:02100103>특수 임무를 발행하고 있습니다.","제가 관리하는 임무는<hex:02100103>어떤 것이나 매우 혹독합니다…….<hex:02100103>적어도 '하사' 이상 가는 실력은 있어야…….","0"
31,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 쌍사당 독사부대 소속 로디유 원사입니다.<hex:02100103>이슈가르드와의 협정에 따라 이곳 커르다스 땅에서<hex:02100103>'총사령부 의뢰'를 발행하고 있습니다.","하얀테 설원 일대 임무는<hex:02100103>상상을 초월할 정도로 혹독합니다.<hex:02100103>적어도 '길드 의뢰' 경험자 정도는 되어야…….","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>에게<hex:02100103>노피카 님의 축복이 함께하길!","하얀테 설원 일대 임무는<hex:02100103>상상을 초월할 정도로 혹독합니다.<hex:02100103>그래서 상당한 실력을 지닌 장병이 필요하지요.","임무달성을 확인했습니다.<hex:02100103><hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>, 수고하셨습니다.<hex:02100103>규정에 따라 군표를 지급하겠습니다.","모험가시군요.<hex:02100103>저희가 발행하는 임무를 맡고 싶다면<hex:02100103>우선 총사령부에 들어가야 합니다.","하얀테 설원 일대 임무는<hex:02100103>상상을 초월할 정도로 혹독합니다.<hex:02100103>적어도 '하사' 이상 가는 실력은 갖춰야…….","0"
32,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"불멸대 원사 아이드하트입니다!<hex:02100103>제 임무는 이곳 모르도나 지방에서 발생하는<hex:02100103>'총사령부 의뢰'를 관리하는 것입니다!","모르도나 지방 임무는<hex:02100103>전부 혹독하지 말입니다!<hex:02100103>그래서 '길드 의뢰' 경험이 필요하지 말입니다!","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>의<hex:02100103>무운을 빌겠습니다아!!","모르도나 지방 임무는<hex:02100103>전부 혹독하지 말입니다!<hex:02100103>실력자가 아니라면 '죽음'뿐이지 말입니다!","<hex:022903EB0203> <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>의 귀환을 확인!<hex:02100103>규정에 따라 군표를 지급하도록 하겠습니다!<hex:02100103>수고 많으셨지 말입니다!","저는 '총사령부 의뢰' 발행담당!<hex:02100103>이 임무를 맡을 수 있는 건<hex:02100103>총사령부 소속자뿐이지 말입니다!","모르도나 지방 임무는<hex:02100103>전부 혹독하지 말입니다!<hex:02100103>그래서 '원사' 이상 되는 분에게만 발행하고 있지 말입니다!","0"
33,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"이곳에서는 총장님께서 발안하신<hex:02100103>'신전기사단 의뢰' 발행을 담당하고 있습니다.","실력과 신용을 두루 갖춘 분이 있으면<hex:02100103>이 임무를 맡길 수 있을 텐데요…….","무사히 돌아오시기를 기원합니다.<hex:02100103>전쟁신 '할로네'의 가호가 함께하기를!","실력과 신용을 두루 갖춘 분이 있으면<hex:02100103>이 임무를 맡길 수 있을 텐데요…….","임무 달성을 확인했습니다!<hex:02100103>성도에 공헌하신 대가로 보상을 지급하겠습니다!","0","0","수배 중인 현상범을 처치했다고요?<hex:02100103>그렇다면 보상을 더 드려야겠군요."
34,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"모험가 길드의 활동 범위를 넓히기 위해<hex:02100103>본부에서 지시를 받아 쿠가네에 창구를 개설했어.<hex:02100103>마음 내키면 도와줘!","장인 기술을 지닌 모험가가 와주면 좋으련만…….","의뢰는 잘 돼가?<hex:02100103>잘 되고 있을 거라 믿지만…… 문제 없지?","장인 기술을 지닌 모험가가 와주면 좋으련만…….","좋아, 의뢰를 달성했군.<hex:02100103>고대하던 보상이다, 받아!","0","0","0"
35,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"중용의 공예관에 들어오는 갖가지 일을<hex:02100103>등록된 장인에게 의뢰하고 있지.<hex:02100103>너도 하나 해보지 않을래?","의뢰에 흥미가 있는 장인은 없다는 말인가…….","자, 부탁한 일은 어때?<hex:02100103>확실하게 부탁한다!","의뢰에 흥미가 있는 장인은 없다는 말인가…….","일을 제대로 마쳤군!<hex:02100103>그럼, 보상을 받아가!","0","0","0"
36,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"조달꾼 조합에 들어오는 의뢰를<hex:02100103>회원으로 등록된 장인들에게 알선하고 있어.<hex:02100103>너도 하나 해 볼래?","일이 점점 늘어나기만 해.<hex:02100103>새로 회원이 되어줄 장인이 있으면 좋으련만…….","여어, 의뢰한 일은 잘돼가?<hex:02100103>일 끝나면 알려줘!","일이 점점 늘어나기만 해.<hex:02100103>새로 회원이 되어줄 장인이 있으면 좋으련만…….","여어, 의뢰한 일을 마친 모양이군!<hex:02100103>약속했던 보상이다!","0","0","0"
37,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"이곳에서는 국민 여러분께서 맡겨주신 의뢰를<hex:02100103>재능 있는 장인분들께 길드 의뢰로 알선해 드리고 있습니다!<hex:02100103>부디, 부디, 당신도 하나 맡아보시겠어요?","큰일이에요, 큰일이에요…… 일손이 부족해요.<hex:02100103>재능 있는 장인님이 계시다면 방금 왕도에 도착한 분이라도<hex:02100103>도움을 청해서 일을 맡기고 싶은데~!","0","큰일이에요, 큰일이에요…… 일손이 부족해요.<hex:02100103>재능 있는 장인님이 계시다면 방금 왕도에 도착한 분이라도<hex:02100103>도움을 청해서 일을 맡기고 싶은데~!","일을 무사히 마치셨군요!<hex:02100103>그럼, 그럼, 이 보상을 받으세요!","0","0","0"
