key,0,1,2,3,4,5
95,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> registered company submersible <hex:024804F201F403><hex:024904F201F503>No. <hex:022003E80203><hex:0249020103><hex:0248020103> - <hex:021A020203><hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:021A020103>.",16,15,1,9,14
96,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> changed the name of company submersible <hex:024804F201F403><hex:024904F201F503>No. <hex:022003E80203><hex:0249020103><hex:0248020103> to <hex:021A020203><hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:021A020103>.",16,15,1,9,14
97,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> dismantled company submersible <hex:024804F201F403><hex:024904F201F503>No. <hex:022003E80203><hex:0249020103><hex:0248020103> - <hex:021A020203><hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:021A020103>.",16,15,1,9,14
98,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> deployed <hex:021A020203><hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:021A020103> on a subaquatic voyage.",16,15,0,9,14
99,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> recalled <hex:021A020203><hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:021A020103> from the subaquatic voyage.",16,15,0,9,14
100,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> finalized the subaquatic voyage report for <hex:021A020203><hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:021A020103>.",16,15,0,9,14
101,"<hex:021A020203><hex:022B1CFF1A><hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403><hex:03><hex:021A020103> is now rank <hex:022003E80203>.",16,15,1,9,14
102,"Company submersible <hex:024804F201F403><hex:024904F201F503>No. <hex:022003E80203><hex:0249020103><hex:0248020103> may now be registered.",16,15,1,9,14
103,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> deleted <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>'s entry from the message book.",16,23,0,5,11
104,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> updated the message book settings.",16,0,0,5,11
105,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> assigned the residence a tag.",16,0,0,5,11
106,"<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> changed <hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>'s interior design.",16,15,0,5,11
107,"",0,0,0,0,0
