key,0,1,2,3,4,5,6,7,8,9,10,11
154,1,0,0,0,0,"/map","","USAGE:<hex:02100103>　/map<hex:02100103><hex:02100103>→Opens and closes the current area map.","","",104,0
155,1,0,0,0,0,"/teleport","","USAGE:<hex:02100103>　/teleport<hex:02100103><hex:02100103>→Opens the Teleport interface.","","",0,0
156,3,1,2,0,0,"/marking","/mk","ALIASES:<hex:02100103>　/enemysign, /marking, /mk<hex:02100103>USAGE:<hex:02100103>　/enemysign [sign type] [placeholder]<hex:02100103><hex:02100103>→Set a sign on the specified target. Uses current target when not specified.<hex:02100103><hex:02100103>>>Sign Types:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>attack1-8<hex:0249020103><hex:0248020103><hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>bind1-3<hex:0249020103><hex:0248020103><hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>ignore1-2<hex:0249020103><hex:0248020103><hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>circle<hex:0249020103><hex:0248020103><hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>cross<hex:0249020103><hex:0248020103><hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>square<hex:0249020103><hex:0248020103><hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>triangle<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>　off<hex:0249020103><hex:0248020103>/<hex:024804F201FA03><hex:024904F201FB03>clear<hex:0249020103><hex:0248020103>      Turns off sign.<hex:02100103><hex:02100103>Opens and closes the Signs menu when no subcommand is specified.<hex:02100103><hex:02100103>>>Common Placeholders:<hex:02100103>　<t>, <target>, <1>-<8><hex:02100103><hex:02100103>A full list of placeholders can be found on the Lodestone Play Guide.<hex:02100103><hex:02100103>>>Example:<hex:02100103>　/marking attack2 <t><hex:02100103>　(Assigns ""Target to Attack 2""<hex:02100103>　to target.)","/enemysign","",32,0
157,1,0,0,0,0,"/actionlist","/alist","ALIASES:<hex:02100103>　/actionlist, /alist<hex:02100103>USAGE:<hex:02100103>　/actionlist<hex:02100103><hex:02100103>→Opens and closes the Actions & Traits interface.","","",32,0
158,1,0,0,0,0,"/timers","","USAGE:<hex:02100103>　/timers<hex:02100103><hex:02100103>→Opens and closes the Timers interface.","","",32,0
159,1,0,0,0,0,"/recommended","","USAGE:<hex:02100103>　/recommended<hex:02100103><hex:02100103>→Opens and closes the Recommendations list.","","",32,0
160,2,1,0,0,0,"/inventory","/bag","ALIASES:<hex:02100103>　/inventory, /bag<hex:02100103>USAGE:<hex:02100103>　/inventory<hex:02100103><hex:02100103>→Opens and closes your inventory.","","",32,0
161,3,1,2,0,0,"/freecompanycmd","/fccmd","ALIASES:<hex:02100103>　/freecompanycmd, /fccmd<hex:02100103>USAGE:<hex:02100103>　/freecompanycmd<hex:02100103><hex:02100103>→Opens and closes the free company interface.","","",0,0
162,4,2,0,2,0,"/linkshellcmd","/lcmd","ALIASES:<hex:02100103>　/linkshellcmd, /lcmd<hex:02100103>USAGE:<hex:02100103>　/linkshellcmd<hex:02100103><hex:02100103>→Opens and closes the linkshell menu.","","",128,0
163,1,0,0,0,0,"/return","","USAGE:<hex:02100103>　/return<hex:02100103><hex:02100103>→Return to your current home point.","","",32,0
164,1,0,0,0,0,"/emotelist","/elist","ALIASES:<hex:02100103>　/emotelist, /elist<hex:02100103>USAGE:<hex:02100103>　/emotelist<hex:02100103><hex:02100103>→Opens and closes the list of available emotes.","","",33,0
165,1,0,0,0,0,"/activehelp","","USAGE:<hex:02100103>　/activehelp<hex:02100103><hex:02100103>→Opens and closes the Active Help interface.","/activehelp","",32,0
166,1,0,0,0,0,"/supportdesk","/support","ALIASES:<hex:02100103>　/supportdesk, /support<hex:02100103>USAGE:<hex:02100103>　/supportdesk<hex:02100103><hex:02100103>→Opens and closes the Support Desk interface.","","",32,0
167,1,0,0,0,0,"/characterconfig","/cconfig","ALIASES:<hex:02100103>　/characterconfig, /cconfig<hex:02100103>USAGE:<hex:02100103>　/characterconfig<hex:02100103><hex:02100103>→Opens and closes the Character Configuration interface.","","",32,0
168,1,0,0,0,0,"/systemconfig","/sconfig","ALIASES:<hex:02100103>　/systemconfig, /sconfig<hex:02100103>USAGE:<hex:02100103>　/systemconfig<hex:02100103><hex:02100103>→Opens and closes the System Configuration interface.","","",32,0
169,1,0,0,0,0,"/keybind","/keyconfig","ALIASES:<hex:02100103>　/keybind, /keyconfig<hex:02100103>USAGE:<hex:02100103>　/keybind<hex:02100103><hex:02100103>→Opens and closes the Keybind interface.","","",32,0
170,1,0,0,0,0,"/macros","","USAGE:<hex:02100103>　/macros<hex:02100103><hex:02100103>→Opens and closes the user macro editor.","","",32,0
171,2,0,0,0,0,"/hudlayout","","USAGE:<hex:02100103>　/hudlayout [subcommand]<hex:02100103><hex:02100103>→Opens and closes the HUD layout editor.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>""layout number""<hex:0249020103><hex:0248020103><hex:02100103>　Switches to specified layout.<hex:02100103><hex:02100103>Opens the HUD layout editor if no subcommand is specified.<hex:02100103><hex:02100103>>>Example:<hex:02100103>　 /hudlayout 3<hex:02100103>　 (Switches to layout 3.)","","",32,0
172,1,0,0,0,0,"/logout","","USAGE:<hex:02100103>　/logout<hex:02100103><hex:02100103>→Begins the logout process.","","",32,0
173,1,0,0,0,0,"/shutdown","","USAGE:<hex:02100103>　/shutdown<hex:02100103><hex:02100103>→Log out and close the game.","","",32,0
174,3,0,0,0,0,"/partysort","/psort","ALIASES:<hex:02100103>　/partysort, /psort<hex:02100103>USAGE:<hex:02100103>　/partysort [subcommand]<hex:02100103><hex:02100103>→Change the order of specified party members in the party list.<hex:02100103><hex:02100103>>>Subcommand:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[party member 1] [party member 2]<hex:0249020103><hex:0248020103><hex:02100103>　Switch the position of party member 1 and party member 2 in the party list.<hex:02100103><hex:02100103>>>Example:<hex:02100103>　/partysort 2 4<hex:02100103>　Switch the position of party member 2 and party member 4 in the party list.","","",36,0
175,1,0,0,0,0,"/readycheck","/rcheck","ALIASES:<hex:02100103>　/readycheck, /rcheck<hex:02100103>USAGE:<hex:02100103>　/readycheck<hex:02100103><hex:02100103>→Initiate ready check.","","",32,0
176,1,0,0,0,0,"/ready","/rd","ALIASES:<hex:02100103>　/ready, /rd<hex:02100103>USAGE:<hex:02100103>　/ready<hex:02100103><hex:02100103>→Indicate that you are ready when a ready check has been initiated.","/ready","/rd",36,0
177,1,0,0,0,0,"/notready","/nr","ALIASES:<hex:02100103>　/hold, /hd<hex:02100103>USAGE:<hex:02100103>　/hold<hex:02100103><hex:02100103>→Indicate that you are not ready when a ready check has been initiated.","/hold","/hd",36,0
178,3,2,2,2,0,"/waymark","/wmark","ALIASES:<hex:02100103>　/waymark, /wmark<hex:02100103>USAGE:<hex:02100103>　/wmark [subcommand] [placeholder]<hex:02100103><hex:02100103>→Place a waymark on the ground below a target. If no target is specified, you will enter ground targeting mode ready to place a waymark.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>a <hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark A. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>b <hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark B. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>c <hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark C. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>d<hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark D. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>1<hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark 1. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>2<hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark 2. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>3<hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark 3. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>4<hex:0249020103><hex:0248020103><hex:02100103>　　Place or remove waymark 4. Overwrites existing waymark if target is specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03> off<hex:0249020103><hex:0248020103>/<hex:024804F201FA03><hex:024904F201FB03>clear<hex:0249020103><hex:0248020103><hex:02100103>　　Remove all waymarks.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>save 1-30<hex:0249020103><hex:0248020103><hex:02100103>　　Save waymark placements to slots 1-30 of the Waymarks menu.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>preset 1-30<hex:0249020103><hex:0248020103><hex:02100103>　　Load waymark placements from slots 1-30 of the Waymarks menu.<hex:02100103><hex:02100103>You will enter ground targeting mode ready to place an unused waymark in the order of A-D, 1, 2 when no subcommand is specified. More than six waymarks cannot be placed at one time. If a target name is specified, a marker name must also be specified.<hex:02100103><hex:02100103>>>Common Placeholders:<hex:02100103>　<t>, <target>, <1>-<8>, gtoff<hex:02100103><hex:02100103>A full list of placeholders can be found on the Lodestone Play Guide.<hex:02100103><hex:02100103>>>Examples:<hex:02100103>　/waymark A<hex:02100103>　(Enters ground targeting<hex:02100103>　mode ready to place<hex:02100103>　waymark A.)<hex:02100103><hex:02100103>　/waymark A <t><hex:02100103>　(Places waymark A at the<hex:02100103>　selected target's location.)<hex:02100103><hex:02100103>　/waymark A gtoff<hex:02100103>　(Places waymark A at the<hex:02100103>　mouse cursor's location.)","/waymark","/wmark",32,0
179,1,0,0,0,0,"/fishguide","/fg","ALIASES:<hex:02100103>　/fishguide, /fg<hex:02100103>USAGE:<hex:02100103>　/fishguide<hex:02100103><hex:02100103>→Opens and closes the Fish Guide interface.","","",32,0
180,1,0,0,0,0,"/housing","/hou","ALIASES:<hex:02100103>　/housing, /hou<hex:02100103>USAGE:<hex:02100103>　/housing<hex:02100103><hex:02100103>→Opens and closes the Housing interface.","","",32,0
181,1,0,0,0,0,"/minionguide","","USAGE:<hex:02100103>　/minionguide<hex:02100103><hex:02100103>→Opens and closes the Minion Guide interface. If the PC is playing Lord of Verminion, the command will open the Battle List.","/minionguide","",48,0
182,1,0,0,0,0,"/mountguide","","USAGE:<hex:02100103>　/mountguide<hex:02100103><hex:02100103>→Opens and closes the Mount Guide interface.","/mountguide","",32,0
183,1,0,0,0,0,"/partyfinder","/pfinder","ALIASES:<hex:02100103>　/partyfinder, /pfinder<hex:02100103>USAGE:<hex:02100103>　/partyfinder<hex:02100103><hex:02100103>→Opens and closes the Party Finder interface.","","",0,0
184,1,0,0,0,0,"/pvpprofile","/pvppro","ALIASES:<hex:02100103>　/pvpprofile, /pvpp<hex:02100103>USAGE:<hex:02100103>　/pvpprofile<hex:02100103><hex:02100103>→Opens and closes the PvP Profile interface.","/pvpprofile","/pvpp",0,0
185,1,0,0,0,0,"/companion","/comp","ALIASES:<hex:02100103>　/companion, /comp<hex:02100103>USAGE:<hex:02100103>　/companion<hex:02100103><hex:02100103>→Opens and closes the Companion interface.","/companion","/comp",32,0
186,1,0,0,0,0,"/keyitem","/kitem","ALIASES:<hex:02100103>　/keyitem, /kitem<hex:02100103>USAGE:<hex:02100103>　/keyitem<hex:02100103><hex:02100103>→Opens and closes the Key Item interface.","/keyitem","/kitem",32,0
187,1,0,0,0,0,"/challengelog","","USAGE:<hex:02100103>　/challengelog<hex:02100103><hex:02100103>→Opens and closes the Challenge Log interface.","","",32,0
188,1,0,0,0,0,"/sightseeinglog","","USAGE:<hex:02100103>　/sightseeinglog<hex:02100103><hex:02100103>→Opens and closes the Sightseeing Log interface.","","",32,0
189,1,0,0,0,0,"/goldsaucer","/saucer","ALIASES:<hex:02100103>　/goldsaucer, /saucer<hex:02100103>USAGE:<hex:02100103>　/goldsaucer<hex:02100103><hex:02100103>→Opens and closes the Gold Saucer interface.","","",32,0
190,1,0,0,0,0,"/currency","","USAGE:<hex:02100103>　/currency<hex:02100103><hex:02100103>→Opens and closes the Currency interface.","","",32,0
191,1,0,0,0,0,"/aethercurrent","/acurrent","ALIASES:<hex:02100103>　/aethercurrent, /acurrent<hex:02100103>USAGE:<hex:02100103>　/aethercurrent<hex:02100103><hex:02100103>→Opens and closes the Aether Currents interface.","","",32,0
192,1,0,0,0,0,"/logcolor","/lcolor","ALIASES:<hex:02100103>　/logcolor, /lcolor<hex:02100103>USAGE:<hex:02100103>　/logcolor<hex:02100103><hex:02100103>→Opens and closes the Log Text Color interface.","","",32,0
193,1,0,0,0,0,"/playguide","/pguide","ALIASES:<hex:02100103>　/playguide, /pguide<hex:02100103>USAGE:<hex:02100103>　/playguide<hex:02100103><hex:02100103>→Opens and closes the Playguide interface.","","",32,0
194,1,0,0,0,0,"/generaldutykey","/gdutykey","ALIASES:<hex:02100103>　/generaldutykey, /gdutykey<hex:02100103>USAGE:<hex:02100103>　/generaldutykey<hex:02100103><hex:02100103>→Activates the General Duty key. When near a FATE, this will level sync the player.","/generaldutykey","/gdutykey",40,0
195,1,0,0,0,0,"/raidfinder","/rfinder","ALIASES:<hex:02100103>　/raidfinder, /rfinder<hex:02100103>USAGE:<hex:02100103>　/raidfinder<hex:02100103><hex:02100103>→Opens and closes the Raid Finder interface.","","",0,0
196,1,0,0,0,0,"/orchestrion","","USAGE:<hex:02100103>　/orchestrion<hex:02100103><hex:02100103>→Opens and closes the orchestrion list.","","",32,0
197,2,1,0,0,0,"/countdown","/cd","ALIASES:<hex:02100103>　/countdown, /cd<hex:02100103>USAGE:<hex:02100103>　/cd [subcommand]<hex:02100103><hex:02100103>→Opens and closes the countdown interface.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[countdown time]<hex:0249020103><hex:0248020103><hex:02100103>　　Initiates a countdown starting<hex:02100103>　　at the specified time. Changes<hex:02100103>　　made via text commands will<hex:02100103>　　not be saved in the<hex:02100103>　　countdown interface. Also,<hex:02100103>　　notifications will not be<hex:02100103>　　displayed in the log window.<hex:02100103><hex:02100103>Opens the countdown interface when no subcommand is specified.<hex:02100103><hex:02100103>>>Example:<hex:02100103>　/countdown 10<hex:02100103>　Initiates a countdown starting<hex:02100103>　at ten seconds.","","",32,0
198,1,0,0,0,0,"/contactlist","","USAGE:<hex:02100103>　/contactlist<hex:02100103><hex:02100103>→Opens and closes the contact list.","","",32,0
199,1,0,0,0,0,"/mountspeed","","USAGE:<hex:02100103>　/mountspeed<hex:02100103><hex:02100103>→Opens and closes the ground mount speed interface.","","",32,0
200,0,0,0,0,0,"","","","","",0,0
201,2,1,1,0,0,"/?","","USAGE:<hex:02100103>　/? [text command]<hex:02100103><hex:02100103>→Gives a detailed explanation of the specified text command.","","",189,0
202,2,1,0,0,0,"/wait","","USAGE:<hex:02100103>　/wait [wait time]<hex:02100103><hex:02100103>→A macro command for adjusting the pause between commands. A wait time amount of 1 equals one second. The maximum wait time allowed is 60. If the wait time amount is over 60, it will be counted as 60.","","",181,0
203,0,0,0,0,0,"","","","","",0,0
204,2,1,2,0,0,"/legacymark","/lmark","ALIASES:<hex:02100103>　/legacymark, /lmark<hex:02100103>USAGE:<hex:02100103>　/legacymark [subcommand]<hex:02100103><hex:02100103>→Show or hide the Mark of the Twelve─a brand appearing on the back of the neck of all who survived the Calamity.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>on <hex:0249020103><hex:0248020103>      Show mark.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>off <hex:0249020103><hex:0248020103>     Hide mark.<hex:02100103><hex:02100103>Toggle between shown and hidden when no subcommand is specified.","","",60,0
206,2,1,2,0,0,"/gcsalute","","USAGE:<hex:02100103>　/gcsalute [subcommand]<hex:02100103><hex:02100103>→Perform the official salute of the Grand Company to which you belong.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103> 　<hex:024804F201FA03><hex:024904F201FB03>motion<hex:0249020103><hex:0248020103>    Perform motion only.<hex:02100103><hex:02100103>Both text and motion will be displayed when no subcommand is specified.","","",293,0
207,3,3,0,2,7,"/macroicon","/micon","ALIASES:<hex:02100103>　/macroicon, /micon<hex:02100103>USAGE:<hex:02100103>　/micon ""icon name"" [category]<hex:02100103><hex:02100103>→Displays the specified icon as a hotbar icon. If used twice in a single user macro, only the first instance will be recognized.<hex:02100103><hex:02100103>>>Categories:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>action<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is an<hex:02100103>　　action, action recast time<hex:02100103>　　and required MP will<hex:02100103>　　be displayed with the icon.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>blueaction<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a blue<hex:02100103>　　mage action, action recast<hex:02100103>　　time and required MP<hex:02100103>　　will be displayed with the<hex:02100103>　　icon.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>pvpaction<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　PvP action, action recast<hex:02100103>　　time and required MP will<hex:02100103>　　be displayed with the icon.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>general<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　general action, action<hex:02100103>　　recast time will be<hex:02100103>　　displayed with the icon.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>emote<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is an<hex:02100103>　　emote, its icon will be<hex:02100103>　　displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>companion<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　companion action, its icon<hex:02100103>　　will be displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>pet<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　pet action, its icon will<hex:02100103>　　be displayed<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>minion<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　minion, its icon will be<hex:02100103>　　displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>mount<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　mount, its icon will be<hex:02100103>　　displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>enemysign<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is an<hex:02100103>　　enemy sign, its icon will<hex:02100103>　　be displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>waymark<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　waymark, its icon will<hex:02100103>　　be displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>gearset<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　gear set number, its<hex:02100103>　　icon will be displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>classjob<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　class or job, its icon<hex:02100103>　　will be displayed.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>quickchat<hex:0249020103><hex:0248020103><hex:02100103>　　If the icon name is a<hex:02100103>　　Quick Chat message,<hex:02100103>　　its icon will be displayed.<hex:02100103><hex:02100103>Category defaults to action when none is specified.","","",36,0
208,2,1,3,0,0,"/recast","","USAGE:<hex:02100103>　/recast ""action name""<hex:02100103><hex:02100103>→Displays time remaining until the specified action can be used again.<hex:02100103>","","",36,0
209,4,1,2,0,0,"/gearset","/gs","ALIASES:<hex:02100103>　/gearset, /gs<hex:02100103>USAGE:<hex:02100103>　/gearset [subcommand]<hex:02100103><hex:02100103>→Execute gear set functions.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>change [number 1] [number 2] <hex:0249020103><hex:0248020103><hex:02100103>　　Equip gear in slot [number].<hex:02100103>　　A gear set name can be<hex:02100103>　　specified in place of a slot<hex:02100103>　　number. If glamour plates<hex:02100103>　　are available, a plate<hex:02100103>　　number can also be<hex:02100103>　　specified.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>view [number] <hex:0249020103><hex:0248020103><hex:02100103>　　List gear in slot [number].<hex:02100103>　　A gear set name can be<hex:02100103>　　specified in place of a slot<hex:02100103>　　number.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>save [number] <hex:0249020103><hex:0248020103><hex:02100103>　　Save current gear to slot<hex:02100103>　　[number]. A gear set name<hex:02100103>　　can be specified in place<hex:02100103>　　of a slot number.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>delete [number] <hex:0249020103><hex:0248020103><hex:02100103>　　Delete slot [number]. A<hex:02100103>　　gear set name can be<hex:02100103>　　specified in place of a slot<hex:02100103>　　number.<hex:02100103><hex:02100103>First letter matching can be used when specifying gear sets by name.<hex:02100103>Gear sets will be searched in order from lowest slot number to highest.<hex:02100103>Gear set list will be displayed when no subcommand is specified.<hex:02100103><hex:02100103>>>Example:<hex:02100103>　/gearset change 1 1<hex:02100103>　(Equip gear in slot 1 and<hex:02100103>　cast glamour from plate 1.)<hex:02100103>　/gearset change warrior<hex:02100103>　(Equip gear slot whose<hex:02100103>　name begins with warrior.)<hex:02100103>","","",32,0
210,4,2,2,2,0,"/itemsort","/isort","ALIASES:<hex:02100103>　　/itemsort, /isort<hex:02100103>USAGE:<hex:02100103>　　/itemsort [subcommand]<hex:02100103><hex:02100103>→Sorts your inventory based on the conditions given. This command does not affect the Sort function.<hex:02100103><hex:02100103>>>Subcommands:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>condition [Category]<hex:0249020103><hex:0248020103><hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>[Condition] [Order]<hex:0249020103><hex:0248020103><hex:02100103>　　Sets the items to be sorted<hex:02100103>　　along with sorting order.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>execute [Category]<hex:0249020103><hex:0248020103><hex:02100103>　　Sorts the specified items<hex:02100103>　　based on the conditions<hex:02100103>　　given.<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>clear [Category]<hex:0249020103><hex:0248020103><hex:02100103>　　Clears sort conditions for the<hex:02100103>　　specified item category.<hex:02100103><hex:02100103>>>Categories:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>inventory<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>retainer<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>armoury<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>saddlebag<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>rightsaddlebag<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>mh<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>oh<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>head<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>body<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>hands<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>legs<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>feet<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>neck<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>ears<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>wrists<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>rings<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>soul<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>>>Conditions:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>id<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>spiritbond<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>category<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>lv<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>ilv<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>stack<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>hq<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>materia<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>pdamage<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>mdamage<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>delay<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>autoattack<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>blockrate<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>blockstrength<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>defense<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>mdefense<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>str<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>dex<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>vit<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>int<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>mnd<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>craftsmanship<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>control<hex:0249020103><hex:0248020103>,<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>gathering<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>perception<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>tab<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>>>Order:<hex:02100103>　<hex:024804F201FA03><hex:024904F201FB03>asc<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>des<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Defaults to ascending if order is not specified. Retainer and saddlebag inventories must be open when specified as categories. Cannot be used if one of the conditions is ""tab"".<hex:02100103><hex:02100103>>>Examples:<hex:02100103>　/isort condition mh lv asc<hex:02100103>　(Sets main arms to be sorted<hex:02100103>　by ascending equipping level.)<hex:02100103><hex:02100103>　/itemsort condition mh ilv des<hex:02100103>　(Sets main arms to be sorted<hex:02100103>　by descending item level.)<hex:02100103><hex:02100103>　/itemsort execute mh<hex:02100103>　(Sorts main arms based on<hex:02100103>　the above conditions.) ","","",36,0
