key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
100153,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100154,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100155,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100156,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100157,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100158,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100159,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100160,"Nymeia's Wheel","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Restores item durability. Amount determined by current <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack. Whistle effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%",242,249,786,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100161,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100162,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100163,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100164,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100165,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100166,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100167,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100168,"Trained Hand","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Significantly increases both progress and quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> and <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack sizes are identical.",239,246,786,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100169,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100170,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100171,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100172,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100173,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100174,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100175,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100176,"Satisfaction","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Uses one <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> to restore 15 CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when the <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> stack size is a multiple of three.",242,249,786,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100177,"Finishing Touches","",241,248,786,-1,33,1,0,False,0,0,100177,100177,100177,100177,100177,100177,100177,100177
100178,"Maker's Mark","Reduces <hex:024804F201F403><hex:024904F201F503>Flawless Synthesis<hex:0249020103><hex:0248020103> CP cost and durability loss to 0 for up to 25 steps. Effect duration determined by recipe difficulty.<hex:02100103>Available only on the first step.",242,249,786,-1,0,1,0,False,0,0,100178,100178,100178,100178,100178,100178,100178,100178
100179,"Heart of the Carpenter","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>A <hex:024804F201FA03><hex:024904F201FB03>woodworking delineation<hex:0249020103><hex:0248020103> is used upon execution. Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100180,"Heart of the Blacksmith","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>A <hex:024804F201FA03><hex:024904F201FB03>blacksmithing delineation<hex:0249020103><hex:0248020103> is used upon execution. Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100181,"Heart of the Armorer","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>An <hex:024804F201FA03><hex:024904F201FB03>armoring delineation<hex:0249020103><hex:0248020103> is used upon execution. Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100182,"Heart of the Goldsmith","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>A <hex:024804F201FA03><hex:024904F201FB03>goldsmithing delineation<hex:0249020103><hex:0248020103> is used upon execution. Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100183,"Heart of the Leatherworker","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>A <hex:024804F201FA03><hex:024904F201FB03>leatherworking delineation<hex:0249020103><hex:0248020103> is used upon execution. Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100184,"Heart of the Weaver","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>A <hex:024804F201FA03><hex:024904F201FB03>weaving delineation<hex:0249020103><hex:0248020103> is used upon execution.  Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100185,"Heart of the Alchemist","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>An <hex:024804F201FA03><hex:024904F201FB03>alchemy delineation<hex:0249020103><hex:0248020103> is used upon execution. Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100186,"Heart of the Culinarian","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>For the next seven steps, increases chances of material condition becoming <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103>.<hex:02100103>A <hex:024804F201FA03><hex:024904F201FB03>cooking delineation<hex:0249020103><hex:0248020103> is used upon execution. Can only be used up to five times per synthesis.",4655,4656,786,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100187,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100188,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100189,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100190,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100191,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100192,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100193,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100194,"Whistle While You Work","<hex:024804F201F403><hex:024904F201F503>Specialist Action<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Grants a <hex:024804F201F403><hex:024904F201F503>Whistle<hex:0249020103><hex:0248020103> stack of 11. One <hex:024804F201FA03><hex:024904F201FB03>Whistle<hex:0249020103><hex:0248020103> used for each step that material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. <hex:024804F201F403><hex:024904F201F503>Finishing Touches<hex:0249020103><hex:0248020103> is used when stack size reaches 0 and effect wears off.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Efficiency:<hex:0249020103><hex:0248020103> 200%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Finishing Touches Success Rate:<hex:0249020103><hex:0248020103> 50%<hex:02100103>",242,249,786,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
