key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
592789,0,1,1,0,0,757,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"貴様か……今は、仕事はない。<hex:02100103>ゆえに、こんなところで立ち止まる必要はない。","0","0"
592790,0,1,1,0,0,0,756,0,1,1,1,0,0,0,0,0,0,False,False,False,"おお、我が盟友<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>ではないか。<hex:02100103>先の件では随分と面倒をかけたな。<hex:02100103>心配するな、もう我の尻拭いは無用だ。","今は、ハ・ナンザとの三本勝負に向けて、粉骨砕身の日々だ。<hex:02100103>今度こそ、お主はお主の道を行くがいい。","0"
592791,0,1,2,0,0,0,708,0,1,1,1,0,0,0,0,0,0,False,False,False,"石の家を封鎖していた銅刃団が、急に撤退していった。<hex:02100103>これは、「暁」の嫌疑が晴れたと思っていいんだな？","ああ、ようやくこの日がきたか！<hex:02100103>あの懐かしい面々も、必ずや戻ってくることだろう。<hex:02100103>それが「家」というものなのだからな。","0"
592792,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"顔を出していただけるとは、光栄です。<hex:02100103>ですが、嫌疑が晴れたのに、クリスタルブレイブは解散とは……。","皆様が街から出て行かれるのは、寂しいかぎりですが、<hex:02100103>理想実現のためですものね。<hex:02100103>心から、応援しています。","0"
592793,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"最近、「暁」の方々が新しい仲間を増やしていて、<hex:02100103>この酒場もにぎわってきました。<hex:02100103>やはり、目的を同じくする仲間が増えるのは、いいものですね。","0","0"
592794,0,1,2,0,0,933,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"「石の家」の封鎖が解除されたようですね。<hex:02100103>クリスタルブレイブとの間に、何があったのかは知りませんが、<hex:02100103>組織の改編だとか、そんな簡単な問題ではなさそうですね。","でも、この件には不可解な点が多すぎるので、<hex:02100103>これ以上の詮索はよしておきますよ……ふふ。<hex:02100103>情報不足のまま首を突っ込むのは、私の流儀ではありませんから。","0"
592795,0,1,1,0,0,0,757,0,1,1,1,0,0,0,0,0,0,False,False,False,"何やら相当ゴタゴタがあったみたいだが、<hex:02100103>「石の家」があんたらの手に戻ったみたいだな！","オレ自身は、あんたらを信じてたが……<hex:02100103>世の中、歴史の闇に葬られる真実だって、少なかぁねえんだ。<hex:02100103>だから拠点が復活したことを、心から祝福するぜ！","0"
592796,0,1,2,0,0,763,756,0,1,1,1,0,0,0,0,0,0,False,False,False,"アインハルト家の失態で、<hex:02100103>北のスチールヴィジルは、ドラゴン族に奪われた。<hex:02100103>奪還にあたっているのは、主に我らフォルタン家の騎兵だ。","……以前、隊長殿に、どうして我らが戦うのかと聞いた。<hex:02100103>隊長殿は、ともに戦う友同士、手を取り合うべきと言った。<hex:02100103>我々は……その意志を継ぎ続けたいと思う。","0"
592797,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"イシュガルドの騎士にとって、<hex:02100103>ドラゴン族との聖戦で死ぬことこそが本望。<hex:02100103>それ以外で命を落とすのは、等しく愚行である……。","親父や祖父から、幾度となく聞かされた言葉だ。<hex:02100103>そのために戦い、散った者たちを、俺は尊敬している。<hex:02100103>……それでも、割り切れない思いがあるものだな。","0"
592798,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"オルシュファン卿は、我らアインハルト家の者にも、<hex:02100103>わけへだてなく親切にしてくださった。<hex:02100103>私でさえ胸が裂けそうなのに、フランセルぼっちゃんは……。","0","0"
592799,0,1,2,0,0,764,756,0,1,1,1,0,0,0,0,0,0,False,False,False,"オルシュファン卿をはじめ、このキャンプの人々は、<hex:02100103>私たちアインハルト家が苦境のときに、<hex:02100103>幾度となく手を貸してくれた。","ならば、今度こそ私たちが力になりたい。<hex:02100103>まだ悲しみは癒えきらずとも、<hex:02100103>前に進もうとする彼らを、後押しできたらと思うんだ。","0"
592800,0,1,1,0,0,757,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"オルシュファンの訃報が届いてから、<hex:02100103>このキャンプは、まるで凍ってしまったかのよう。<hex:02100103>誰かのすすり泣く声が、雪の中に消えていくばかりよ……。","0","0"
592801,0,1,1,0,0,0,756,0,1,1,1,0,0,0,0,0,0,False,False,False,"オルシュファンの慰霊碑に、<hex:02100103>いつの間にか盾が添えてあったの。<hex:02100103>彼はあの盾で、大事なものを護ろうとしたのね……。","彼が愛したすべてを護ることはできないけれど、<hex:02100103>せめてこのキャンプが良い形で存続するよう、<hex:02100103>フォルタン家の一員として、私も尽力してみるわ。","0"
592802,0,1,2,0,0,933,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"冒険者さん、追われる身じゃなくなったんですってね。<hex:02100103>嬉しいけど、ここへ来てもらえなくなるのは寂しいかも……。<hex:02100103>腕によりをかけて料理を作るから、必ずまた顔を出して！","0","0"
592803,0,1,2,0,0,0,699,0,1,1,1,0,0,0,0,0,0,False,False,False,"……オルシュファン様はね、<hex:02100103>みんなで食事するときはいつだって、<hex:02100103>ニコニコして、楽しそうに食事を勧めてたのよ。","だけど、もう…………。<hex:02100103>あんなに楽しかったはずの食事の時間がきても、<hex:02100103>涙ばっかり滲んできて、ちっとも笑えないよ……！","0"
592804,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"調印式を受けて、このキャンプのみんなも、<hex:02100103>少しずつ、オルシュファン様の死を乗り越えようとしてる。<hex:02100103>私も、元気の出るような料理を作らなくっちゃ！","……でもね、本当はまだ、ふっと寂しくなったりするの。<hex:02100103>もしあなたにも、そんなときがあるのなら……<hex:02100103>温かいものでも飲みながら、一緒にお話しましょうよ。","0"
592805,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"皇都イシュガルドより、教皇猊下が姿を消したとの報が届き、<hex:02100103>正直、困惑している……。<hex:02100103>神殿騎士団のアイメリク卿らが、事態の収拾にあたっているとか。","アイメリク卿にお会いしたことがあるが、公明正大な方だった。<hex:02100103>皇都防衛にかける彼の情熱も、指揮能力も信じている。<hex:02100103>だが、教皇不在という状況は……不安にさせられるよ。","0"
592806,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"皇都周辺で騒動が続き、この前哨地で戦う者たちの間にも、<hex:02100103>少なからず動揺が広がっている。<hex:02100103>お前たち異邦の民の前では、顔に出さぬ者が多いがな……。","そんな中にあっても、ドラゴン族や異端者との争いが、<hex:02100103>急に終わるわけではない。<hex:02100103>我ら前線の騎兵は、目の前の戦いに集中せねばならんのだ。","0"
592807,0,1,2,0,0,0,764,0,1,1,1,0,0,0,0,0,0,False,False,False,"皇都を騒がせた一連の混乱により、<hex:02100103>我ら騎士も、これまでの生き方を見つめ直す必要が出てきた。<hex:02100103>我々は、教皇猊下の威光を盲信しすぎていたのかもしれん……。","これからは、この国にとって何が本当に大切なのか、<hex:02100103>ひとりひとりがよく考え、信念を持って行動せねばならん。<hex:02100103>我々は、時代の大きな節目に生きているのかもしれんな……。","0"
592808,0,1,1,0,0,0,757,0,1,1,1,0,0,0,0,0,0,False,False,False,"<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>……。<hex:02100103>君は、オルシュファンの思いを継いで、<hex:02100103>戦い続けているそうだね……。","すまない……。<hex:02100103>掛ける言葉すら、見つけられないんだ。<hex:02100103>今はただ……ただ、どうしてと思うばかりで……。","0"
592809,0,1,1,0,0,0,756,0,1,1,1,0,0,0,0,0,0,False,False,False,"オルシュファンの慰霊碑には、行ってくれたかい？<hex:02100103>あそこからは、晴れた日には皇都がよく見える……。<hex:02100103>彼の、お気に入りの場所だったんだ。","オルシュファンが最期に君に願ったという「笑顔」。<hex:02100103>彼は昔、愛する人々を笑顔にしたいと思えばこそ、<hex:02100103>進むべき道を違わず、胸を張れるのだと言っていた。","複雑な生まれだったけど、<hex:02100103>誰より真っ直ぐに、人を信じ、想っていたんだ。<hex:02100103>……僕も彼のように、誰かを笑顔にできるだろうか。"
592810,0,1,2,0,0,950,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"疑いが晴れたそうじゃないか！<hex:02100103>でも、キミに濡れ衣を着せた連中、許せないね。<hex:02100103>見つけたら、あたしがブチのめしてやるんだから！","0","0"
592811,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"メルウィブ提督から、話はうかがっている。<hex:02100103>何はともあれ、無実が証明されたと聞き安心したぞ。<hex:02100103>これで、警戒を解くこともできるというものだな。","0","0"
592812,0,1,2,0,0,945,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"シュコォ……シュコォ……<hex:02100103>イディルシャイアでは　助太刀　か～んしゃ！","シュコォ……シュコォ……<hex:02100103>あっちで　廃品　たっぷり拾え～た！<hex:02100103>おかげで　当分　おかねも～ち！","0"
592813,0,1,2,0,0,763,756,0,1,1,1,0,0,0,0,0,0,False,False,False,"やあ、ひとまずは「おめでとう」と言うべきかな？<hex:02100103>君と仲間たちは、その活躍をもって、<hex:02100103>見事に無実を証明してみせたようじゃないか。","君のために手をまわしていらっしゃったカヌ・エ様も、<hex:02100103>さぞ、安心なさっていることだろう。<hex:02100103>今回の件に怯まず、躍進を続けることを期待しているよ。","0"
592814,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"「不語仙の座卓」へは、許可なく案内することはできない。<hex:02100103>……大丈夫、貴殿の潔白は角尊の方々にも伝わっているよ。<hex:02100103>また然るべきときに、参られるがよい。","0","0"
592815,0,1,2,0,0,768,0,704,1,1,1,0,0,0,0,0,0,False,False,False,"……ローレンティスの奴が、<hex:02100103>クリスタルブレイブを乗っ取る側についてたって！？<hex:02100103>なんてこった……あの馬鹿野郎！","すまなかったな、お前さんにも迷惑をかけた。<hex:02100103>次にあの馬鹿を見つけたら、<hex:02100103>遠慮なく、性根を叩きなおしてやってくれ。","あいつの釈放祝いにと取ってあった酒も、<hex:02100103>これじゃあ当分、飲めやしねぇ……。<hex:02100103>本当に……いつまで迷ってやがるんだ…………！"
592816,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ラウバーン局長が復帰なさり、<hex:02100103>我ら不滅隊も、少しずつ正常な形に戻っていくだろう。<hex:02100103>無論、エリヌ・ロアユのように、戻せん欠片もあるがな……。","不滅隊が長きにわたり抱えていた闇と、<hex:02100103>ようやく真っ向から対峙できそうだ。<hex:02100103>ここまでの貢献に感謝するぞ<hex:020859E1E93701FF4E><hex:02084AE3E93780FF3F>、<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03>。<hex:FF04>。<hex:03><hex:FF04>。<hex:03>","0"
592817,0,1,2,0,0,933,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"えっへん！　この門は、ナナモ新門と言うのです！<hex:02100103>ナナモ女王陛下の即位を記念して建てられた門なので、<hex:02100103>その名がつけられたのです！","一時、お体のご不調が伝えられていたナナモ様ですが、<hex:02100103>その後、無事に復調されたそうです！<hex:02100103>やはりナナモ様はウルダハを照らす光、その輝きは不滅なのです！","0"
592818,0,1,2,0,0,0,4219,0,1,1,1,0,0,0,0,0,0,False,False,False,"ナナモ女王陛下の復調が伝えられるのと同時に、<hex:02100103>「暁の血盟」の構成員に対する、<hex:02100103>事実上の「指名手配」も解除となったよ。","とはいえ、何とも不可解な一件で、断ち切れぬ禍根も残った。<hex:02100103>ここだけの話だがな、ラウバーン局長の処遇をめぐって、<hex:02100103>銅刃団と不滅隊の一部が一触即発、という場面もあったらしい！","0"
592819,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"また、お上の風向きが変わったらしい……。<hex:02100103>いちいち期待を持つほど、俺は青臭くねェが、<hex:02100103>ここがドン底だとすれば、少しはマシな明日が来るのかもな。","0","0"
592820,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"先だって我々銅刃団に対し、「暁の血盟」への捕縛命令が、<hex:02100103>罪状の説明もないままに出されておりましたのですが……<hex:02100103>この命令は結局、取り消しとなったのであります！","罪も定かでない方々を捕縛するなど、<hex:02100103>自分には考えられないことであります！<hex:02100103>ですから、命令撤回を喜ばしく思っているところであります！","0"
592821,0,1,1,0,0,756,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"お前の手配が取り下げられたことは、<hex:02100103>この国が久々に「正義」を為した証じゃないかと思う。","正しければ幸せになれるってもんでもないが、<hex:02100103>もう少し、先を見てやろうという気にはなった。<hex:02100103>……ここにもいつか、希望が届けばいいんだがな。","0"
592822,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"あら、あなた……！<hex:02100103>大丈夫、私たち銅刃団に言い渡されていた手配は、<hex:02100103>すでに取り下げられているわ。","あなたとは、まったくの見ず知らずってわけでもないし、<hex:02100103>こっちも内心ハラハラしていたのよ……。<hex:02100103>よかった、何事もないうちに片付いて！","0"
592823,0,1,2,0,0,933,758,0,1,1,1,0,0,0,0,0,0,False,False,False,"ナナモ様はやはり、ご健在でいらっしゃいましたな！<hex:02100103>いやはや……今回の一件では、老い先短いこの命が、<hex:02100103>また一段と縮みましたわい！","お忍びで街の外を出歩くことも、当分は、<hex:02100103>控えていただきたいが……いやしかし、そうなると、<hex:02100103>このじいと会う機会もなくなってしまうな……。","0"
592824,0,1,2,0,0,764,757,0,1,1,1,0,0,0,0,0,0,False,False,False,"真相が皆に知られることで「暁」の名誉も回復してゆくでしょう。<hex:02100103>たとえ一時、汚名を着せられることになろうとも、<hex:02100103>正義と真実を貫く心は、いつか皆に伝わるものです。","……ただ、何もかも元どおりとは申せません。<hex:02100103>ラウバーン局長の左腕に、組織間に生じた深刻な亀裂……。<hex:02100103>「時」が癒せぬ傷をどう癒すかも、考えてゆかねばなりませんね。","0"
592825,0,1,2,0,0,4218,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"よくラウバーン局長を救ってくれたね。<hex:02100103>だけど、あの腕を見ると心が痛むよ……。","0","0"
592826,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"疑いが晴れると信じ、耐え抜いてきて良かったわ。<hex:02100103>散っていった妹のためにも、立ち止まってはいられないもの。","0","0"
592827,0,1,2,0,0,950,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"「暁」の反撃はここからだ！<hex:02100103>ようやく吹き始めた追い風だからな。<hex:02100103>この流れに乗っていこうぜ、光の戦士！","0","0"
592828,0,1,2,0,0,950,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"砂の家に残った俺たちは、<hex:02100103>ウリエンジェさんの指揮下で動いてる。<hex:02100103>行方不明になった皆を探すためにな！","0","0"
592829,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"アバとオリに恥じぬよう戦ってきて良かった……。<hex:02100103>この調子で、互いに信じた道を進んでいこう。","0","0"
592830,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"堪え忍ぶ時期は過ぎたからな……<hex:02100103>盟主や賢人の捜索で、あちこち飛び回るつもりだ。<hex:02100103>アバとオリのためにも、任務を成し遂げてみせるさ。","0","0"
592831,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"よう、鍛練は順調にすすんでいるか？<hex:02100103>キュリアス・ゴージとブロークン・マウンテンのためにも、<hex:02100103>「新たなる戦技」を見つけ出し身に着けてほしい。","動けなかった兄を、弟が必死で世話して、<hex:02100103>やっと今のように行動できるようにまで回復したんだ……。<hex:02100103>俺も、できるかぎりの協力をしてやりたくってね。","0"
592832,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"よう、リオルの奴から聞いたんだが、<hex:02100103>「クリスタルブレイブ」が解散したそうだな。","俺の下に戻ってくるかと聞いてみたんだが、<hex:02100103>「暁の血盟」で働くつもりだと、つっぱねられたよ。<hex:02100103>妙な話だが、それが嬉しくてな……リオルのこと、頼むぞ。","0"
592833,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"キュリアス・ゴージとブロークン・マウンテンは、<hex:02100103>黒渦団の任務で、忙しい日々を過ごしているようだ。<hex:02100103>戦士隊の武名が轟く日も、そう遠くなさそうだな。","0","0"
592834,0,1,2,0,0,0,4218,756,1,1,1,0,0,0,0,0,0,False,False,False,"……冒険者よ。<hex:02100103>元クリスタルブレイブの一員を名乗る者が、<hex:02100103>ウィルレッドの死を、我らに告げにきた。","戻ってきたのは、この地を離れるときから携えてた剣と、<hex:02100103>深き青の制服のみ……。<hex:02100103>運命は、またも同志を……希望を……拐っていったのだ。","それでも、この深き青は、貧しさしか知らない彼が焦がれた、<hex:02100103>尊い未来の色だったのだろうと思う。<hex:02100103>……我らは、彼の声なき帰郷を、敬意をもって迎えよう。"
592835,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"銅刃団の方は、「暁」の残党を追うのをやめたらしいが、<hex:02100103>俺たちには何の指示もきていないんだ。<hex:02100103>これから、いったいどうすれば……。","0","0"
592836,0,1,2,0,0,762,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"き、貴様は、光の戦士様！<hex:02100103>ご、ごご、ご無事で何よりでございますです！<hex:02100103>……ワ、ワタクシの処遇は、平にご容赦をッ！","0","0"
592837,0,1,2,0,0,950,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"あら、ついに濡れ衣を晴らしたのね！<hex:02100103>追っ手が強硬手段に出たら、喜んで応戦するつもりだったのに。<hex:02100103>……ともかく、主の大好きな客人が無事で、私も嬉しいわ。","0","0"
592838,0,1,2,0,0,4219,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"気が付くと、そこの空席を、ぼんやりと眺めているの。<hex:02100103>……馬鹿よね、こういうときこそ、<hex:02100103>私たちがしっかりしなくちゃいけないのに。","0","0"
592839,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"「雪の家」は、そのまま残しておくことにしたわ。<hex:02100103>あなたの好きなように使ってちょうだい。","英雄にも、気を抜いて休める場所が必要だと、<hex:02100103>オルシュファン様が、いつか言っていたものだから……。<hex:02100103>我が主からの贈り物、どうか大切に使ってあげて。","0"
592840,0,1,1,0,0,0,672,0,1,1,1,0,0,0,0,0,0,False,False,False,"お前も、こちらに戻っていたか。<hex:02100103>できることならば、お前と行動をともにし続けたいものだが、<hex:02100103>私にも私の務めがあるものでな。","代わりといってはなんだが、事が落ち着いたら、<hex:02100103>休養がてら皇都を散策しようではないか。<hex:02100103>ふふ、屈強な石像にまぎれてポーズをとるお前……イイ！","0"
592841,0,1,1,0,0,0,672,0,1,1,1,0,0,0,0,0,0,False,False,False,"お前は、またも困難な旅をするようだな。<hex:02100103>だが、案じるばかりが友ではない。<hex:02100103>お前が役目を果たし、より強くなって戻ると信じているぞ。","……私の母は、美しく正しかったが、弱い人だった。<hex:02100103>ゆえに私は、屈強なもの、たくましいものが放つ生の躍動が、<hex:02100103>たまらなく好きなのだ！","困難に立ち向かい続けるお前からは、<hex:02100103>肉体と精神のイイ躍動を感じる。<hex:02100103>戻ってきたとき、どれほどになっていることか……ッ！"
592842,0,1,1,0,0,0,639,672,1,1,1,0,0,0,0,0,0,False,False,False,"……そうか、ウルダハでの嫌疑は晴れ、<hex:02100103>クリスタルブレイブの問題も片付いたのだな。<hex:02100103>わざわざ報告に来てくれたこと、嬉しく思うぞ。","しかし、お前を留めておけないのは不服だな……。<hex:02100103>いつぞやかは断られたが、今度こそ、<hex:02100103>発つ前にせめて今夜はゆっくりと…………","ふふ、警戒するお前もイイ！<hex:02100103>留めておこうなどと思わずとも、ここはもう、お前の家なのだ。<hex:02100103>……いつでも帰ってこいよ、<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>。"
592843,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ごきげんうるわしゅう存じます。<hex:02100103>ようこそ、「聖ガンリオル占星院」へ。","0","0"
592844,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"フォルルモル台長の妨害が止んだとしても、<hex:02100103>大きな障害のひとつが取り除かれたにすぎません。<hex:02100103>まだまだ問題は、山積しています。","レヴェヴァ師は、この状況にめげもせず、<hex:02100103>運命を切り開くと、各地を飛び回っていますが……<hex:02100103>師を狙う刺客の件もあり、私の心労は尽きません……。","0"
592845,0,1,2,2,0,694,763,0,1,1,1,0,0,0,0,0,0,False,False,False,"よくぞ、いらしてくれました。<hex:02100103>貴方の活躍を聞きつけて、<hex:02100103>占星術に興味を示す方が増えているんですよ。","レヴェヴァ師……いえ、わが友の名を継いだルフィン師も、<hex:02100103>各地を飛び回って、精力的に占星術を広められています。<hex:02100103>それはもう、夜空を飛び交う流星のよう……。","いつか皇都にて、夜空の綺羅星のごとく、<hex:02100103>多くの占星術師が活躍する日が来るよう、<hex:02100103>運命を切り開いてまいりましょう。"
592846,0,1,2,2,0,757,715,0,1,1,1,0,0,0,0,0,0,False,False,False,"フッフッフ……。<hex:02100103>情報収集の合間を縫って、<hex:02100103>修行を積んだ私に挑むつもりでっすね……？","皇都「イシュガルド」でも、向かうところ敵なしでっす！<hex:02100103>このタタル・タル……<hex:02100103>一筋縄ではいかないでっすよ！？","0"
592847,0,1,2,0,0,694,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"せっかくのお誘いでっすが、<hex:02100103>皆さんの捜索状況をまとめている最中なのでっす。<hex:02100103>また改めて、お誘いくださいでっす……！","0","0"
592848,0,1,0,0,0,709,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"わーい、わーい！<hex:02100103>私の作戦が見事に的中したでっす！","気分転換もできて、心もすっきり……<hex:02100103>「暁」の皆さんの捜索にも、俄然、力が入りまっす！<hex:02100103><hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さん、ありがとうございまっした！","0"
592849,0,1,0,0,0,718,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ぎ、ぎにゃぁぁぁぁぁ！<hex:02100103>なんたる衝撃、私のデッキが敗れるなんて……！","ぐぬぬぬぬ……。<hex:02100103>いつの日か、エオルゼアいちのデッキを手にして、<hex:02100103><hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さんを、ギャフンと言わせてやりまっす！","0"
592850,0,1,0,0,0,740,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"ふう……火花飛び散るいい勝負でっした！<hex:02100103>さすがは、<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さんでっす！","0","0"
592851,0,1,0,0,0,766,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"うーん、なかなか上位に入れないわね。<hex:02100103>かわいいミニオンを使って、相手をメロメロにする作戦……<hex:02100103>考えなおした方がいいかしら……。","0","0"
592852,0,1,2,0,0,694,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"正面奥に進みますと「チョコボレースカウンター」。<hex:02100103>右手に曲がりますと「LoVMカウンター」がございます。","0","0"
592853,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"これは、<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0303>様！<hex:02100103>ミニオンたちの準備は万端ですかな？<hex:02100103>躍動するミニオンの勇姿……ぜひ、ご堪能ください！","0","0"
592854,0,1,2,0,0,763,736,729,1,1,1,0,0,0,0,0,0,False,False,False,"こんにちは、コミュニティチームのムロウチです。<hex:02100103>説明が面倒なので、コミュニティチームと言っていますが、<hex:02100103>運営/宣伝チームまわりの幅広い雑用をやっています。","新生FFXIVも、早いもので、もう2周年！<hex:02100103>日頃から、世界各地のイベントなどで飛び回ってますが、<hex:02100103>この機会に、この1年の飛行距離を計算してみると……。","なんと、15万4750km！　Oh、まさかこれほどとは……。<hex:02100103>次の1年も、皆さんの夢と希望を乗せて飛び回ります！<hex:02100103>ハッ…！　そろそろ次のファンフェスの企画しなくっちゃ。"
592855,0,1,2,0,0,693,764,694,1,1,1,0,0,0,0,0,0,False,False,False,"コミュニティー＆サービス部、宣伝担当のシラスギです。<hex:02100103>一部の番組ではアニー先輩として、皆さまにはお目汚しを……。","微力ながらMMORPGの醍醐味をお伝えし、<hex:02100103>FFXIVの魅力を、ひとりでも多くの方にお届けするべく、<hex:02100103>日々、宣伝チームで業務にあたっています。","皆さまの未来の仲間となる冒険者を増やしていけるように、<hex:02100103>チーム、関係者一丸となって取り組みますので、<hex:02100103>「FF14チャンネル」の出演者、スタッフ共々よろしくお願いします。"
592856,0,1,2,0,0,763,0,736,1,1,1,0,0,0,0,0,0,False,False,False,"アシスタントディレクター兼バトルディレクターの、<hex:02100103>ゴンダイです。<hex:02100103>バトル全般を担当しています。","新生FFXIVがリリースしてから、早2年。<hex:02100103>プレイヤーの皆さんに支えられ、<hex:02100103>とうとう拡張ディスクを出すことができました！","今後も、皆さんに楽しんでいただけるよう、<hex:02100103>開発チーム一同がんばらせていただきます。<hex:02100103>次の極は、ラスボスのあいつにしようかな……。"
592857,0,1,0,2,0,766,764,708,1,1,1,0,0,0,0,0,0,False,False,False,"コレは書いたし、アレは発注済みだし、ソレは実装したから……。<hex:02100103>あとはソケンさんと曲の打ち合わせをして、<hex:02100103>ヒロシとアレキサンダーに行く日程を決めて……ハッ！？","こんにちは、<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さん！<hex:02100103>メインシナリオライターのマエヒロです。<hex:02100103><hex:020858E4E94D02FF27>旧FFXIVから遊んでくださって<hex:FF2A>いつもFFXIVを遊んでくださって<hex:03>、本当にありがとうございます！","FFXIVは、新生から2周年を迎えることができました。<hex:02100103><hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>さんに楽しんで遊んでもらって、<hex:02100103>とても幸せです！　これからも、よろしくお願いします！"
592858,0,1,2,0,0,763,0,694,1,1,1,0,0,0,0,0,0,False,False,False,"こんにちは！　リードプランナーのコウモトです。<hex:02100103>企画とプログラマとの調整や、開発と運営との調整など、<hex:02100103>いろいろな雑用をやったりしてます！","もっともっと、みなさんに楽しんでもらえるよう、<hex:02100103>開発スタッフ一同、日々がんばって制作に励んでます。","プレイヤーのみなさんの要望、叱咤激励を受けとめ、<hex:02100103>もっともっと、エオルゼアを面白い世界にしていくので、<hex:02100103>これからも、よろしくお願いします！"
592859,0,1,0,1,1,4239,4240,4238,1,1,1,0,0,0,0,0,0,False,False,False,"はぁ、まだ天秤のアートマが出ねぇよ……。<hex:02100103>……ん？","その輝き、あなた、冒険者の方ですね？<hex:02100103>僕は、FFXIVアシスタントディレクターのタカイといいます。<hex:02100103>いつもお世話になっております。","皆さんのお陰で、FFXIVは無事2周年を迎えられました。<hex:02100103>感謝の気持ちでいっぱいです！<hex:02100103>ありがとう、そしてこれからもよろしくね！"
592860,0,1,2,0,0,694,0,706,1,1,1,0,0,0,0,0,0,False,False,False,"こんにちは、UIセクションのミナガワです。<hex:02100103>皆さんが操作する際に見たり、触ったりするところの担当ですが、<hex:02100103>今回は背景マップの光と陰の調整にも関われて楽しかったです。","新生編に続き「蒼天のイシュガルド」でも、ロゴのシルエットや、<hex:02100103>イメージアートを天野先生に描いていただいたのですが、なんと！<hex:02100103>発注にはなかったアートを、オマケにつけていただいたのです。","コレクター版の箱にばしっと光る銀色のアートが、そのオマケです。<hex:02100103>こちらもかっこイイので、是非とも見ていただきたいです。<hex:02100103>これからも、末永くお楽しみください！"
